,Theme,Title,Artist,Album,Lyric
482,여름,헤어질 시간이 정해진…,플라이 투 더 스카이,FLY TO THE SKY 3RD MINI ALBUM [I],이제는 내가 싫어졌는지.아니면 혼자 먼저.헤어질 준비를 하는지.니 맘을 알아 난.아프지 말라고 꼭 행복하라고.좋은 사람 만나 자주 좀 웃으라고.날 바라보는 두 눈에.왜 걱정하는 니 목소리가 들리는 건지.헤어질 시간이 정해진 사랑은.이렇게 아파야만 하는 건지.눈물로만 시간이 흘러가서 싫은데.멈추질 않아요.내 말 좀 들어요 내 품에 안겨서.남은 시간이 내게 허락한다면.모두 남김없이 내 안에 기억할게요.어젯밤에 나쁜 꿈을 꾼 건지.말없이 넌 내 손 꼭 잡고서 놓질 않는.겁에 질린 모습에 내 마음도 너무 아파서.헤어질 시간이 정해진 사랑은.이렇게 아파야만 하는 건지.조금만 더 그대와 함께 있고 싶은데.멈추질 않아요.내 안에 가득히 그대가 영원히.남아 있어서 나는 행복할 테니.그대를 만나서 너무나 감사해요 난.마지막 그 순간에 그대도.사랑했던 오늘을 기억할 수만 있다면.헤어질 시간이 정해진 너와 나.아플걸 알면서 시작한 사랑.울면서도 웃는 것 사랑해서 아픈 건.난 괜찮아요.내 안에 가득히 그대가 영원히.우리 사랑을 전부 기억할 테니.그대를 만나서 너무나 감사해요 난
483,여름,나만,이준호,나만,미리 좀 말해주지 그랬어.마음이 자꾸 멀어진다고.다른 사람이 네 눈에.보이기 시작할 때.그때 말을 해주지 그랬어.비가 오는데 우산은 없고.택시를 잡는 사람은 많아.못하는 술에 취해서.비틀거리다가.그러다가 또 하루가 지나.너 없는 난 말야.멈춰있단 말야.갈 길을 잃어버린 것처럼.왜 넌 아무렇지 않아.둘이 사랑해 놓고 넌.나만 왜 나만.듣고 싶은 노래를 고를 때.결국엔 이별 노랠 듣게 돼.친구들을 만났을 땐.괜히 네 얘기를 해.괜찮다고 거짓말해가며.너 없는 난 말야.멈춰있단 말야.갈 길을 잃어버린 것처럼.왜 넌 아무렇지 않아.둘이 사랑해 놓고 넌.나만 왜 나만.잠깐이라도 전활걸까.잠깐이라도 말해볼까.널 잊은 척 살아가기 힘들어.나 없는 넌 어때.잘 지낼만 하니.왜 길 잃은 나만 아픈 건데.어딜 가도 네가 보여.눈감아도 네가 보이는데.나만 왜 나만.미리 좀 말해주지 그랬어.사랑에 빠지기 전에 말야
484,가을,오아시스 (feat. 이재훈),브라운 아이드 걸스,떠나라 미스김,와아 여름이다 막 이래..Here we go now...어떡해 올 여름 난 너무 바쁜데.그 어디라도 꼼짝하지 못할것 같아.수평선 하늘 닿은 푸른 바다가 너와 날 부르고 있는데 오~..난 정말 괜찮아 이 도시라 해도.저 높은 빌딩 아래라도 너만 있다면.시원한 팥빙수를 함께 나눌 수 있다면 그걸로 충분해.가로수 그늘 아래 너와 함께 거닐면.그 어떤 해변가도 부럽지 않아.넌 나의 바다야 넌 나의 파도야.니 품에 안기면 내 안에 파도소리가 들려.무더운 이 여름에 복잡한 세상 일을.잠시 다 잊을 수도 있을것 같아.넌 나의 숲이야 넌 나의 나무야.니 곁에 있으면 시원한 바람이 느껴져.모두가 떠나가버린 한적한 도시에 남아 너와 나 사랑을 나눠..Yeah come on yo.넌 내 젊음의 활력소.너와 난 우리 둘의 웃음꾼.널 두고 떠나갈 일 없어.아무리 세계일주라도 그대 없인 의미 없어.오직 너만 있으면 돼 난.여기 너가 있어주면 난.오직 (아우) 한복판 가운데다.뚝하고 떨어져 있어도 다 괜찮아...어느새 이 도시에 밤이 내리면.난 너의 곁에 한 손 가득 팝콘을 들고.무서운 영화 한편 함께 즐길 수 있다면 행복한 밤이야..놀란척 니 어께에 얼굴을 꼭 묻으면.이 밤은 천국보다 아름다운 걸.넌 나의 바다야 넌 나의 파도야.니 품에 안기면 내 안에 파도소리가 들려.무더운 이 여름에 복잡한 세상 일을.잠시 다 잊을 수도 있을것 같아.넌 나의 숲이야 넌 나의 나무야.니 곁에 있으면 시원한 바람이 느껴져.모두가 떠나가버린 한적한 도시에 남아 너와 나 사랑을 나눠.영원히..가슴이 펑하고 나 (내 가슴 두근두근).난 날아올라 (날아봐 하늘위로).어쩔 줄 몰라 (오직 그대만 나의 곁에 있어주면 돼).이대로 너만 내 곁에 있어준다면 어디든 난 행복할꺼야..I love you   .   . . .
485,아이돌,UNNATURAL,우주소녀,UNNATURAL,자꾸 신경 쓰이게.어색해 내 모든 행동 하나하나가.괜스레 건넨 인사도.입가에 걸린 미소도 모두.Oh no oh what should I do?.애써 무심하게.아무렇지도 않은 척하지 난 하지만.사실은 실은 실은 말야.다 티가 티가 나 I know 어떡해 나.Baby I don't really know what to do no no.How can I breathe now now now.숨 쉬는 법을 잊은 듯.I'm holding my breath.숨이 막혀 난 모두 Out of my control.Oh I'm unnatural.I know I'm really really really unnatural 왜.네 앞에만 서면 또 삐그덕 대.You blow ma mind.맘에 안 들어.이런 내 모습 Oh 내 말투.말을 안 들어 No.Really really really unnatural 왜.Yeah 그래 너는 나답지 못하게 해.Love actually.기대와 불안에 가둬 날.적당히 미치게 You got me like woo.냉정함을 유지해 때로 But.안 되잖아 자연스런 태도.멍청한 꼴 Dripping gold 뭘 더 No way.애써 무심하게.아무렇지도 않은 척하지 난 하지만.사실은 실은 실은 말야.다 티가 티가 나 I know 어떡해 나.Baby I don't really know what to do no no.How can I breathe now now now.숨 쉬는 법을 잊은 듯.I'm holding my breath.숨이 막혀 난 모두 Out of my control.Oh I'm unnatural.I know I'm really really really unnatural 왜.네 앞에만 서면 또 삐그덕 대.You blow ma mind.맘에 안 들어.이런 내 모습 Oh 내 말투.말을 안 들어 No.Really really really unnatural 왜.아무리 고민을 해봐도 난.방법을 몰라.이상해 모든 게 맘대로 안되지 잘 안되지.Oh no.Hey come on now 1 2 3 go.How can I breathe now now now.숨 쉬는 법을 잊은 듯.I'm holding my breath.숨이 막혀 난 모두 Out of my control.Oh I'm unnatural.I know I'm really really really unnatural 왜.네 앞에만 서면 또 삐그덕 대.You blow ma mind.맘에 안 들어.이런 내 모습 Oh 내 말투.말을 안 들어 No.Really really really unnatural 왜.How can I breathe now now now.숨 쉬는 법을 잊은 듯.I'm holding my breath.숨이 막혀 난 모두 Out of my control.맘에 안 들어.이런 내 모습 Oh 내 말투.말을 안 들어 No.Really really really unnatural 왜
486,여름,소리로 기억되는  순간,수상한 커튼,우리의 만춘,늦은 오후의 따스한 빛.겨울 어느 밤 서성이는.한여름 바다에 출렁이듯 웃음 웃음.이대로 그냥 이대로.타닥 나무가 타는 소리.가을밤 풀벌레 우는 소리.어두운 밤하늘 아래 시시콜콜한 얘기.지금 끝나지 않았으면.긴 밤 걷고 걷다 멈춘 언덕길에.봄밤 꽃잎이 떨어지는 나무 아래.그때 잊혀지지 않는 순간의 기억이 내려.밤하늘 아래 우리.긴 밤 걷고 걷다 멈춘 언덕길에.봄밤 꽃잎이 떨어지는 나무 아래.그때 잊혀지지 않는 순간의 기억이 내려.밤하늘 아래 우리.늦은 오후의 따스한 빛.겨울 어느 밤 서성이는.타닥 나무가 타는 소리.가을밤 풀벌레 우는 소리
487,가을,Dolphin,오마이걸(OH MY GIRL),NONSTOP,Oh my god 타이밍이 참 얄미워.오늘 같은 날 마주쳐 이게 뭐야.머리는 엉망인 데다.상태가 말이 아니야.모른 척 지나가 줘.내 맘이 방심할 때마다 불쑥 나타난 뒤.헤엄치듯 멀어지는 너.또 물보라를 일으켜.Da da da da da da da da da da.Da da da da.또 물보라를 일으켜.Da da da da da da da da da da.Da da da da.또 물보라를 일으켜.어쩐지 오늘 알람이 안 울려.아무거나 막 입었고 지각이야.아래로 몸을 낮추고 숨을 꾹 참아봤지만.아이쿠 들켰나 봐.내 맘이 방심할 때마다 불쑥 나타난 뒤.헤엄치듯 멀어지는 너.또 물보라를 일으켜.Da da da da da da da da da da.Da da da da.또 물보라를 일으켜.Da da da da da da da da da da.Da da da da.또 물보라를 일으켜.이 파도 위 난 온종일 서핑을 하는 느낌.아찔한 Feeling 난 솔직히 푹 빠졌지.하지만 이건 Secret 또 물보라를 일으켜.갑자기 웃으며 얼굴을 불쑥 다가온 뒤.원을 갈라 하트를 그려.또 물보라를 일으켜.Da da da da da da da da da da.Da da da da.또 물보라를 일으켜.Da da da da da da da da da da.Da da da da.또 물보라를 일으켜.Da da da da da da da da da da.Da da da da.또 물보라를 일으켜.Da da da da da da da da da da.Da da da da.또 물보라를 일으켜
488,여름,가지마 가지마,브라운 아이즈(Brown Eyes),Two Things Needed For The Same Purpose And 5 Objets,우리 함께했던 날들 그 기억들만 남아.너를 지워야만 내가 살 수 있을까.우리 함께했던 날들 자꾸만 너 떠올라.너를 보내야만 내가 살 수 있을까..(가지마) 떠나지마 제발.(가지마) 사랑하잖아.(가지마) 나 혼자 남겨두고.(제발 제발 제발) 가지마 가지마 가지마..아직 너를 위해 바보처럼 살아가는데.너는 어디에 네가 필요한데.Oh baby 내 사람아 .이제 그만 내게 돌아와줘.장난처럼 그렇게 돌아와..항상 너만을 위해서 살아가고 싶지만.때론 그 사랑마저도 힘이 들잖아..(가지마) 떠나지마 제발.(가지마) 사랑하잖아.(가지마) 나 혼자 남겨두고.(제발 제발 제발) 가지마 가지마 가지마..아직 너를 위해 바보처럼 살아가는데.너는 어디에 네가 필요한데.Oh baby 내 사람아 .이제 그만 내게 돌아와줘.장난처럼 그렇게 돌아와..아프고 아플만큼 지치고 지칠만큼.지워봐도 참아봐도 네가 떠올라.너도 나처럼 아프잖아 .너도 나처럼 힘들잖아.돌아와 내게로 잊지 못할 내 사람아..아직 너를 위해 바보처럼 살아가는데.너는 어디에 네가 필요한데.Oh baby 내 사람아 .이제 그만 내게 돌아와줘.장난처럼 그렇게..Oh baby 내 사람아 .이제 그만 내게 돌아와줘.그때처럼 그렇게 돌아와.
489,아이돌,Lean On Me (feat. Microdot),다이아(DIA),Do It Amazing,이렇게 어깨에 기대 두 눈을 감을래.지쳐버린 이 밤에 끝에.잠시만 내가 이렇게 네 옆으로 다가가서  .나 잠시 기대도 돼..You Looking So Down 내 어깨에 기대.너만 보면 웃게 되네 Everyday.올블랙이었던 나도 이젠 신기해.밝아졌어 너로 인해 나의 모든 게.Shining Brighter Than A Diamond.With A Heart Of A Lion.다른 애들과의 차이는 .You're My Sun  You're My Zion .내 옆으로 와서 잠시 기대도 돼 .우릴 질투하는 밤 무시해도 돼..오늘 하루는 너는 어땠어?.자꾸 일이 꼬이고 .(더 갈수록 지치게 돼).이렇게 너의 어깨에 기대어 밤새도록.Oh 난난나나 나나 Oh 난난나..이렇게 어깨에 기대 두 눈을 감을래.지쳐버린 이 밤에 끝에.잠시만 내가 이렇게 네 옆으로 다가가서  .나 잠시 기대도 돼..너와 있는 이 야한 밤이.뜨거워질수록 얼음처럼 Like This.Rely ly ly On You  Rely ly ly On You.이 어두운 밤에 에.70까지 부족한 1 같이.우린 할 수 없는 일이 많지.나 잠시 기대도 돼..티 내면 안 된다 해 그게 내 일이야.이렇게 참다 보면 그새 내 일이야.내 하루의 끝 매일 너이길 바래.두렵기도 해 익숙하지 않은 내 모습.너무나도 많았어 하루 안에 일들이.계속 생각 나네 머릿속엔 네 이름이.자꾸만 지치게 하는 많은 사람들에.네 어깨에 기댈 생각만 계속 하게 돼..어두워진 이 밤을 밝혀줘.너의 눈빛에 기대 .(난 자꾸 너를 찾게 돼).오늘 이 밤에 너무 지쳐버린 Oh.너와 나 Yeah.Oh 난난나나 나나 Oh 난난나..이렇게 어깨에 기대 두 눈을 감을래.지쳐버린 이 밤에 끝에.잠시만 내가 이렇게 네 옆으로 다가가서  .나 잠시 기대도 돼..Oh 네가 내 옆으로 다가온 그 순간.어두워진 내 마음을 밝게 비춰줘요 .난 (어) 난 (오) 널..이렇게 어깨에 기대 두 눈을 감을래.지쳐버린 이 밤에 끝에.잠시만 내가 이렇게 네 옆으로 다가가서  .나 잠시 기대도 돼..너와 있는 이 야한 밤이.뜨거워질수록 얼음처럼 Like This.Rely ly ly On You  Rely ly ly On You.이 어두운 밤에 에.70까지 부족한 1 같이.우린 할 수 없는 일이 많지.나 잠시 기대도 돼
490,여름,4년전 5월 그때의 우리,강아솔,당신이 놓고 왔던 짧은 기억,4년 전 5월 그때의 우리.제주도 푸른 바다에 기대어.서로의 꿈과 서로의 바람을.밀려오는 파도에 실어 보냈었지..깔깔대던 너의 웃음소리.뭐가 그리 즐거웠을까.지는 태양에 아쉬워 그 날을.꼭 붙잡고 싶었지만..시간이 흐르고 .이젠 너의 목소리만.전화기 넘어 들려오는데..그리워 그때의.우리의 5월이...그리워 그때의.우리의 5월이.
491,여름,So Much More To Me (feat. Jay Moon),Suwon Yim(임수원),Hide and Seek,따스하게 내리비추는 햇살이 기분.좋은 어느 날 오후에.바람을 타고 간질거리는 여름 풀.내음이 저물어 갈 즈음에.혼자서 걷던 날.지쳐가던 그날의 나를 잡고.너와 발맞출 수 있게 된 건.넌 어떨지 모르지만 You mean so.Much more to me.So baby tell me where the love begins.Can we see it through our inner eyes?.Ain't about those silly O's and X's.I don't even wonder question why.Come listen how my heart sings.Like every breath that I take everytime.You mean so much more to me.매일 눈 뜸이 기대되는.기분을 과연 넌 알까.그저 곁에 있어줌에.힘이 되는 그대라는 것을 넌 알까.Baby I.I just gotta say more than 'i love you'.마치 매일 쉬는 숨처럼 Baby you mean so.Much more to me
492,봄,밤산책,택우,밤산책,한참을 혼자 길을 걸었어.날씨도 좋고 그래서.보고 싶나 봐 어느새 네 생각만 나네.아까는 혼자 술을 마셨어.좀 답답해서 늘 그렇지.그리운 가을밤 별 대신 네가 가득한 이 밤.네 얼굴만 보고 돌아오고 싶다.널 사랑한다고 말해 주고 싶다.난 그냥 네 생각 하면서 걷다 걷다 걷다.한참을 혼자 외면해봤어.너를 향한 이 마음을.다 부질없나 봐 점점 더 네가 커져가는 밤.네 얼굴만 보고 돌아오고 싶다.널 사랑한다고 말해 주고 싶다.난 그냥 네 생각 하면서 걷다 걷다 걷다.이 많은 밤들을 함께 걷고 싶다.이 많은 얘기를 들려주고 싶다.난 정말 너밖에 없다고 너만 너만 너만.한참을 혼자 길을 걸었어.날씨도 좋고 그래서
